"Date","Source","Site ID","POC","Daily Mean PM2.5 Concentration","Units","Daily AQI Value","Local Site Name","Daily Obs Count","Percent Complete","AQS Parameter Code","AQS Parameter Description","Method Code","Method Description","CBSA Code","CBSA Name","State FIPS Code","State","County FIPS Code","County","Site Latitude","Site Longitude"
"12/14/2024","AQS","370670030","1","8","ug/m3 LC","44","Clemmons Middle","1","100.0000","88101","PM2.5 - Local Conditions","145","R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC","49180","Winston-Salem, NC","37","North Carolina","067","Forsyth","36.026612","-80.341962"
"12/20/2024","AQS","370670030","1","4.9","ug/m3 LC","27","Clemmons Middle","1","100.0000","88101","PM2.5 - Local Conditions","145","R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC","49180","Winston-Salem, NC","37","North Carolina","067","Forsyth","36.026612","-80.341962"
"12/26/2024","AQS","370670030","1","10.3","ug/m3 LC","53","Clemmons Middle","1","100.0000","88101","PM2.5 - Local Conditions","145","R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC","49180","Winston-Salem, NC","37","North Carolina","067","Forsyth","36.026612","-80.341962"
"01/01/2024","AQS","370670030","3","9.7","ug/m3 LC","52","Clemmons Middle","1","100.0000","88101","PM2.5 - Local Conditions","636","Teledyne T640 at 5.0 LPM w/Network Data Alignment enabled","49180","Winston-Salem, NC","37","North Carolina","067","Forsyth","36.026612","-80.341962"
"01/02/2024","AQS","370670030","3","6.7","ug/m3 LC","37","Clemmons Middle","1","100.0000","88101","PM2.5 - Local Conditions","636","Teledyne T640 at 5.0 LPM w/Network Data Alignment enabled","49180","Winston-Salem, NC","37","North Carolina","067","Forsyth","36.026612","-80.341962"
"01/03/2024","AQS","370670030","3","12.6","ug/m3 LC","58","Clemmons Middle","1","100.0000","88101","PM2.5 - Local Conditions","636","Teledyne T640 at 5.0 LPM w/Network Data Alignment enabled","49180","Winston-Salem, NC","37","North Carolina","067","Forsyth","36.026612","-80.341962"
"01/04/2024","AQS","370670030","3","5.7","ug/m3 LC","32","Clemmons Middle","1","100.0000","88101","PM2.5 - Local Conditions","636","Teledyne T640 at 5.0 LPM w/Network Data Alignment enabled","49180","Winston-Salem, NC","37","North Carolina","067","Forsyth","36.026612","-80.341962"
"01/05/2024","AQS","370670030","3","10.9","ug/m3 LC","54","Clemmons Middle","1","100.0000","88101","PM2.5 - Local Conditions","636","Teledyne T640 at 5.0 LPM w/Network Data Alignment enabled","49180","Winston-Salem, NC","37","North Carolina","067","Forsyth","36.026612","-80.341962"
"01/06/2024","AQS","370670030","3","8.7","ug/m3 LC","48","Clemmons Middle","1","100.0000","88101","PM2.5 - Local Conditions","636","Teledyne T640 at 5.0 LPM w/Network Data Alignment enabled","49180","Winston-Salem, NC","37","North Carolina","067","Forsyth","36.026612","-80.341962"
"01/07/2024","AQS","370670030","3","5.6","ug/m3 LC","31","Clemmons Middle","1","100.0000","88101","PM2.5 - Local Conditions","636","Teledyne T640 at 5.0 LPM w/Network Data Alignment enabled","49180","Winston-Salem, NC","37","North Carolina","067","Forsyth","36.026612","-80.341962"
"01/08/2024","AQS","370670030","3","4.9","ug/m3 LC","27","Clemmons Middle","1","100.0000","88101","PM2.5 - Local Conditions","636","Teledyne T640 at 5.0 LPM w/Network Data Alignment enabled","49180","Winston-Salem, NC","37","North Carolina","067","Forsyth","36.026612","-80.341962"
"01/09/2024","AQS","370670030","3","4.5","ug/m3 LC","25","Clemmons Middle","1","100.0000","88101","PM2.5 - Local Conditions","636","Teledyne T640 at 5.0 LPM w/Network Data Alignment enabled","49180","Winston-Salem, NC","37","North Carolina","067","Forsyth","36.026612","-80.341962"
"01/10/2024","AQS","370670030","3","3.8","ug/m3 LC","21","Clemmons Middle","1","100.0000","88101","PM2.5 - Local Conditions","636","Teledyne T640 at 5.0 LPM w/Network Data Alignment enabled","49180","Winston-Salem, NC","37","North Carolina","067","Forsyth","36.026612","-80.341962"
"01/11/2024","AQS","370670030","3","6.6","ug/m3 LC","37","Clemmons Middle","1","100.0000","88101","PM2.5 - Local Conditions","636","Teledyne T640 at 5.0 LPM w/Network Data Alignment enabled","49180","Winston-Salem, NC","37","North Carolina","067","Forsyth","36.026612","-80.341962"
"01/12/2024","AQS","370670030","3","10.4","ug/m3 LC","53","Clemmons Middle","1","100.0000","88101","PM2.5 - Local Conditions","636","Teledyne T640 at 5.0 LPM w/Network Data Alignment enabled","49180","Winston-Salem, NC","37","North Carolina","067","Forsyth","36.026612","-80.341962"
"01/13/2024","AQS","370670030","3","5","ug/m3 LC","28","Clemmons Middle","1","100.0000","88101","PM2.5 - Local Conditions","636","Teledyne T640 at 5.0 LPM w/Network Data Alignment enabled","49180","Winston-Salem, NC","37","North Carolina","067","Forsyth","36.026612","-80.341962"
"01/14/2024","AQS","370670030","3","4.7","ug/m3 LC","26","Clemmons Middle","1","100.0000","88101","PM2.5 - Local Conditions","636","Teledyne T640 at 5.0 LPM w/Network Data Alignment enabled","49180","Winston-Salem, NC","37","North Carolina","067","Forsyth","36.026612","-80.341962"
"01/15/2024","AQS","370670030","3","6.2","ug/m3 LC","34","Clemmons Middle","1","100.0000","88101","PM2.5 - Local Conditions","636","Teledyne T640 at 5.0 LPM w/Network Data Alignment enabled","49180","Winston-Salem, NC","37","North Carolina","067","Forsyth","36.026612","-80.341962"
"01/16/2024","AQS","370670030","3","5.9","ug/m3 LC","33","Clemmons Middle","1","100.0000","88101","PM2.5 - Local Conditions","636","Teledyne T640 at 5.0 LPM w/Network Data Alignment enabled","49180","Winston-Salem, NC","37","North Carolina","067","Forsyth","36.026612","-80.341962"
"01/17/2024","AQS","370670030","3","7.2","ug/m3 LC","40","Clemmons Middle","1","100.0000","88101","PM2.5 - Local Conditions","636","Teledyne T640 at 5.0 LPM w/Network Data Alignment enabled","49180","Winston-Salem, NC","37","North Carolina","067","Forsyth","36.026612","-80.341962"
"01/18/2024","AQS","370670030","3","10.9","ug/m3 LC","54","Clemmons Middle","1","100.0000","88101","PM2.5 - Local Conditions","636","Teledyne T640 at 5.0 LPM w/Network Data Alignment enabled","49180","Winston-Salem, NC","37","North Carolina","067","Forsyth","36.026612","-80.341962"
"01/19/2024","AQS","370670030","3","6.1","ug/m3 LC","34","Clemmons Middle","1","100.0000","88101","PM2.5 - Local Conditions","636","Teledyne T640 at 5.0 LPM w/Network Data Alignment enabled","49180","Winston-Salem, NC","37","North Carolina","067","Forsyth","36.026612","-80.341962"
"01/20/2024","AQS","370670030","3","5.5","ug/m3 LC","31","Clemmons Middle","1","100.0000","88101","PM2.5 - Local Conditions","636","Teledyne T640 at 5.0 LPM w/Network Data Alignment enabled","49180","Winston-Salem, NC","37","North Carolina","067","Forsyth","36.026612","-80.341962"
"01/21/2024","AQS","370670030","3","6.1","ug/m3 LC","34","Clemmons Middle","1","100.0000","88101","PM2.5 - Local Conditions","636","Teledyne T640 at 5.0 LPM w/Network Data Alignment enabled","49180","Winston-Salem, NC","37","North Carolina","067","Forsyth","36.026612","-80.341962"
"01/22/2024","AQS","370670030","3","13.5","ug/m3 LC","59","Clemmons Middle","1","100.0000","88101","PM2.5 - Local Conditions","636","Teledyne T640 at 5.0 LPM w/Network Data Alignment enabled","49180","Winston-Salem, NC","37","North Carolina","067","Forsyth","36.026612","-80.341962"
"01/23/2024","AQS","370670030","3","24.4","ug/m3 LC","80","Clemmons Middle","1","100.0000","88101","PM2.5 - Local Conditions","636","Teledyne T640 at 5.0 LPM w/Network Data Alignment enabled","49180","Winston-Salem, NC","37","North Carolina","067","Forsyth","36.026612","-80.341962"
"01/24/2024","AQS","370670030","3","14.4","ug/m3 LC","61","Clemmons Middle","1","100.0000","88101","PM2.5 - Local Conditions","636","Teledyne T640 at 5.0 LPM w/Network Data Alignment enabled","49180","Winston-Salem, NC","37","North Carolina","067","Forsyth","36.026612","-80.341962"
"01/25/2024","AQS","370670030","3","3","ug/m3 LC","17","Clemmons Middle","1","100.0000","88101","PM2.5 - Local Conditions","636","Teledyne T640 at 5.0 LPM w/Network Data Alignment enabled","49180","Winston-Salem, NC","37","North Carolina","067","Forsyth","36.026612","-80.341962"
"01/26/2024","AQS","370670030","3","8.7","ug/m3 LC","48","Clemmons Middle","1","100.0000","88101","PM2.5 - Local Conditions","636","Teledyne T640 at 5.0 LPM w/Network Data Alignment enabled","49180","Winston-Salem, NC","37","North Carolina","067","Forsyth","36.026612","-80.341962"
"01/27/2024","AQS","370670030","3","6.6","ug/m3 LC","37","Clemmons Middle","1","100.0000","88101","PM2.5 - Local Conditions","636","Teledyne T640 at 5.0 LPM w/Network Data Alignment enabled","49180","Winston-Salem, NC","37","North Carolina","067","Forsyth","36.026612","-80.341962"
"01/28/2024","AQS","370670030","3","1.4","ug/m3 LC","8","Clemmons Middle","1","100.0000","88101","PM2.5 - Local Conditions","636","Teledyne T640 at 5.0 LPM w/Network Data Alignment enabled","49180","Winston-Salem, NC","37","North Carolina","067","Forsyth","36.026612","-80.341962"
"01/29/2024","AQS","370670030","3","0.7","ug/m3 LC","4","Clemmons Middle","1","100.0000","88101","PM2.5 - Local Conditions","636","Teledyne T640 at 5.0 LPM w/Network Data Alignment enabled","49180","Winston-Salem, NC","37","North Carolina","067","Forsyth","36.026612","-80.341962"
"01/30/2024","AQS","370670030","3","4.9","ug/m3 LC","27","Clemmons Middle","1","100.0000","88101","PM2.5 - Local Conditions","636","Teledyne T640 at 5.0 LPM w/Network Data Alignment enabled","49180","Winston-Salem, NC","37","North Carolina","067","Forsyth","36.026612","-80.341962"
"01/31/2024","AQS","370670030","3","6.7","ug/m3 LC","37","Clemmons Middle","1","100.0000","88101","PM2.5 - Local Conditions","636","Teledyne T640 at 5.0 LPM w/Network Data Alignment enabled","49180","Winston-Salem, NC","37","North Carolina","067","Forsyth","36.026612","-80.341962"
"02/01/2024","AQS","370670030","3","4.9","ug/m3 LC","27","Clemmons Middle","1","100.0000","88101","PM2.5 - Local Conditions","636","Teledyne T640 at 5.0 LPM w/Network Data Alignment enabled","49180","Winston-Salem, NC","37","North Carolina","067","Forsyth","36.026612","-80.341962"
"02/02/2024","AQS","370670030","3","7.4","ug/m3 LC","41","Clemmons Middle","1","100.0000","88101","PM2.5 - Local Conditions","636","Teledyne T640 at 5.0 LPM w/Network Data Alignment enabled","49180","Winston-Salem, NC","37","North Carolina","067","Forsyth","36.026612","-80.341962"
"02/03/2024","AQS","370670030","3","5.3","ug/m3 LC","29","Clemmons Middle","1","100.0000","88101","PM2.5 - Local Conditions","636","Teledyne T640 at 5.0 LPM w/Network Data Alignment enabled","49180","Winston-Salem, NC","37","North Carolina","067","Forsyth","36.026612","-80.341962"
"02/04/2024","AQS","370670030","3","7.7","ug/m3 LC","43","Clemmons Middle","1","100.0000","88101","PM2.5 - Local Conditions","636","Teledyne T640 at 5.0 LPM w/Network Data Alignment enabled","49180","Winston-Salem, NC","37","North Carolina","067","Forsyth","36.026612","-80.341962"
"02/05/2024","AQS","370670030","3","5.6","ug/m3 LC","31","Clemmons Middle","1","100.0000","88101","PM2.5 - Local Conditions","636","Teledyne T640 at 5.0 LPM w/Network Data Alignment enabled","49180","Winston-Salem, NC","37","North Carolina","067","Forsyth","36.026612","-80.341962"
"02/06/2024","AQS","370670030","3","6.3","ug/m3 LC","35","Clemmons Middle","1","100.0000","88101","PM2.5 - Local Conditions","636","Teledyne T640 at 5.0 LPM w/Network Data Alignment enabled","49180","Winston-Salem, NC","37","North Carolina","067","Forsyth","36.026612","-80.341962"
"02/07/2024","AQS","370670030","3","5.6","ug/m3 LC","31","Clemmons Middle","1","100.0000","88101","PM2.5 - Local Conditions","636","Teledyne T640 at 5.0 LPM w/Network Data Alignment enabled","49180","Winston-Salem, NC","37","North Carolina","067","Forsyth","36.026612","-80.341962"
"02/08/2024","AQS","370670030","3","10.9","ug/m3 LC","54","Clemmons Middle","1","100.0000","88101","PM2.5 - Local Conditions","636","Teledyne T640 at 5.0 LPM w/Network Data Alignment enabled","49180","Winston-Salem, NC","37","North Carolina","067","Forsyth","36.026612","-80.341962"
"02/09/2024","AQS","370670030","3","22.3","ug/m3 LC","76","Clemmons Middle","1","100.0000","88101","PM2.5 - Local Conditions","636","Teledyne T640 at 5.0 LPM w/Network Data Alignment enabled","49180","Winston-Salem, NC","37","North Carolina","067","Forsyth","36.026612","-80.341962"
"02/10/2024","AQS","370670030","3","20.3","ug/m3 LC","72","Clemmons Middle","1","100.0000","88101","PM2.5 - Local Conditions","636","Teledyne T640 at 5.0 LPM w/Network Data Alignment enabled","49180","Winston-Salem, NC","37","North Carolina","067","Forsyth","36.026612","-80.341962"
"02/11/2024","AQS","370670030","3","4.5","ug/m3 LC","25","Clemmons Middle","1","100.0000","88101","PM2.5 - Local Conditions","636","Teledyne T640 at 5.0 LPM w/Network Data Alignment enabled","49180","Winston-Salem, NC","37","North Carolina","067","Forsyth","36.026612","-80.341962"
"02/12/2024","AQS","370670030","3","5","ug/m3 LC","28","Clemmons Middle","1","100.0000","88101","PM2.5 - Local Conditions","636","Teledyne T640 at 5.0 LPM w/Network Data Alignment enabled","49180","Winston-Salem, NC","37","North Carolina","067","Forsyth","36.026612","-80.341962"
"02/13/2024","AQS","370670030","3","2.3","ug/m3 LC","13","Clemmons Middle","1","100.0000","88101","PM2.5 - Local Conditions","636","Teledyne T640 at 5.0 LPM w/Network Data Alignment enabled","49180","Winston-Salem, NC","37","North Carolina","067","Forsyth","36.026612","-80.341962"
"02/14/2024","AQS","370670030","3","4.5","ug/m3 LC","25","Clemmons Middle","1","100.0000","88101","PM2.5 - Local Conditions","636","Teledyne T640 at 5.0 LPM w/Network Data Alignment enabled","49180","Winston-Salem, NC","37","North Carolina","067","Forsyth","36.026612","-80.341962"
"02/15/2024","AQS","370670030","3","6.4","ug/m3 LC","36","Clemmons Middle","1","100.0000","88101","PM2.5 - Local Conditions","636","Teledyne T640 at 5.0 LPM w/Network Data Alignment enabled","49180","Winston-Salem, NC","37","North Carolina","067","Forsyth","36.026612","-80.341962"
"02/16/2024","AQS","370670030","3","7.2","ug/m3 LC","40","Clemmons Middle","1","100.0000","88101","PM2.5 - Local Conditions","636","Teledyne T640 at 5.0 LPM w/Network Data Alignment enabled","49180","Winston-Salem, NC","37","North Carolina","067","Forsyth","36.026612","-80.341962"
"02/17/2024","AQS","370670030","3","5.4","ug/m3 LC","30","Clemmons Middle","1","100.0000","88101","PM2.5 - Local Conditions","636","Teledyne T640 at 5.0 LPM w/Network Data Alignment enabled","49180","Winston-Salem, NC","37","North Carolina","067","Forsyth","36.026612","-80.341962"
"02/18/2024","AQS","370670030","3","5.2","ug/m3 LC","29","Clemmons Middle","1","100.0000","88101","PM2.5 - Local Conditions","636","Teledyne T640 at 5.0 LPM w/Network Data Alignment enabled","49180","Winston-Salem, NC","37","North Carolina","067","Forsyth","36.026612","-80.341962"
"02/19/2024","AQS","370670030","3","6","ug/m3 LC","33","Clemmons Middle","1","100.0000","88101","PM2.5 - Local Conditions","636","Teledyne T640 at 5.0 LPM w/Network Data Alignment enabled","49180","Winston-Salem, NC","37","North Carolina","067","Forsyth","36.026612","-80.341962"
"02/20/2024","AQS","370670030","3","10.2","ug/m3 LC","53","Clemmons Middle","1","100.0000","88101","PM2.5 - Local Conditions","636","Teledyne T640 at 5.0 LPM w/Network Data Alignment enabled","49180","Winston-Salem, NC","37","North Carolina","067","Forsyth","36.026612","-80.341962"
"02/21/2024","AQS","370670030","3","11.3","ug/m3 LC","55","Clemmons Middle","1","100.0000","88101","PM2.5 - Local Conditions","636","Teledyne T640 at 5.0 LPM w/Network Data Alignment enabled","49180","Winston-Salem, NC","37","North Carolina","067","Forsyth","36.026612","-80.341962"
"02/22/2024","AQS","370670030","3","27.3","ug/m3 LC","85","Clemmons Middle","1","100.0000","88101","PM2.5 - Local Conditions","636","Teledyne T640 at 5.0 LPM w/Network Data Alignment enabled","49180","Winston-Salem, NC","37","North Carolina","067","Forsyth","36.026612","-80.341962"
"02/23/2024","AQS","370670030","3","23.5","ug/m3 LC","78","Clemmons Middle","1","100.0000","88101","PM2.5 - Local Conditions","636","Teledyne T640 at 5.0 LPM w/Network Data Alignment enabled","49180","Winston-Salem, NC","37","North Carolina","067","Forsyth","36.026612","-80.341962"
"02/24/2024","AQS","370670030","3","3.4","ug/m3 LC","19","Clemmons Middle","1","100.0000","88101","PM2.5 - Local Conditions","636","Teledyne T640 at 5.0 LPM w/Network Data Alignment enabled","49180","Winston-Salem, NC","37","North Carolina","067","Forsyth","36.026612","-80.341962"
"02/25/2024","AQS","370670030","3","4.6","ug/m3 LC","26","Clemmons Middle","1","100.0000","88101","PM2.5 - Local Conditions","636","Teledyne T640 at 5.0 LPM w/Network Data Alignment enabled","49180","Winston-Salem, NC","37","North Carolina","067","Forsyth","36.026612","-80.341962"
"02/26/2024","AQS","370670030","3","13.2","ug/m3 LC","59","Clemmons Middle","1","100.0000","88101","PM2.5 - Local Conditions","636","Teledyne T640 at 5.0 LPM w/Network Data Alignment enabled","49180","Winston-Salem, NC","37","North Carolina","067","Forsyth","36.026612","-80.341962"
"02/27/2024","AQS","370670030","3","17.9","ug/m3 LC","67","Clemmons Middle","1","100.0000","88101","PM2.5 - Local Conditions","636","Teledyne T640 at 5.0 LPM w/Network Data Alignment enabled","49180","Winston-Salem, NC","37","North Carolina","067","Forsyth","36.026612","-80.341962"
"02/28/2024","AQS","370670030","3","8.7","ug/m3 LC","48","Clemmons Middle","1","100.0000","88101","PM2.5 - Local Conditions","636","Teledyne T640 at 5.0 LPM w/Network Data Alignment enabled","49180","Winston-Salem, NC","37","North Carolina","067","Forsyth","36.026612","-80.341962"
"02/29/2024","AQS","370670030","3","7.2","ug/m3 LC","40","Clemmons Middle","1","100.0000","88101","PM2.5 - Local Conditions","636","Teledyne T640 at 5.0 LPM w/Network Data Alignment enabled","49180","Winston-Salem, NC","37","North Carolina","067","Forsyth","36.026612","-80.341962"
"03/01/2024","AQS","370670030","3","8.8","ug/m3 LC","49","Clemmons Middle","1","100.0000","88101","PM2.5 - Local Conditions","636","Teledyne T640 at 5.0 LPM w/Network Data Alignment enabled","49180","Winston-Salem, NC","37","North Carolina","067","Forsyth","36.026612","-80.341962"
"03/02/2024","AQS","370670030","3","2.7","ug/m3 LC","15","Clemmons Middle","1","100.0000","88101","PM2.5 - Local Conditions","636","Teledyne T640 at 5.0 LPM w/Network Data Alignment enabled","49180","Winston-Salem, NC","37","North Carolina","067","Forsyth","36.026612","-80.341962"
"03/03/2024","AQS","370670030","3","8.2","ug/m3 LC","46","Clemmons Middle","1","100.0000","88101","PM2.5 - Local Conditions","636","Teledyne T640 at 5.0 LPM w/Network Data Alignment enabled","49180","Winston-Salem, NC","37","North Carolina","067","Forsyth","36.026612","-80.341962"
"03/04/2024","AQS","370670030","3","7.9","ug/m3 LC","44","Clemmons Middle","1","100.0000","88101","PM2.5 - Local Conditions","636","Teledyne T640 at 5.0 LPM w/Network Data Alignment enabled","49180","Winston-Salem, NC","37","North Carolina","067","Forsyth","36.026612","-80.341962"
"03/05/2024","AQS","370670030","3","6.4","ug/m3 LC","36","Clemmons Middle","1","100.0000","88101","PM2.5 - Local Conditions","636","Teledyne T640 at 5.0 LPM w/Network Data Alignment enabled","49180","Winston-Salem, NC","37","North Carolina","067","Forsyth","36.026612","-80.341962"
"03/06/2024","AQS","370670030","3","8.7","ug/m3 LC","48","Clemmons Middle","1","100.0000","88101","PM2.5 - Local Conditions","636","Teledyne T640 at 5.0 LPM w/Network Data Alignment enabled","49180","Winston-Salem, NC","37","North Carolina","067","Forsyth","36.026612","-80.341962"
"03/07/2024","AQS","370670030","3","4.9","ug/m3 LC","27","Clemmons Middle","1","100.0000","88101","PM2.5 - Local Conditions","636","Teledyne T640 at 5.0 LPM w/Network Data Alignment enabled","49180","Winston-Salem, NC","37","North Carolina","067","Forsyth","36.026612","-80.341962"
"03/08/2024","AQS","370670030","3","4.4","ug/m3 LC","24","Clemmons Middle","1","100.0000","88101","PM2.5 - Local Conditions","636","Teledyne T640 at 5.0 LPM w/Network Data Alignment enabled","49180","Winston-Salem, NC","37","North Carolina","067","Forsyth","36.026612","-80.341962"
"03/09/2024","AQS","370670030","3","2.7","ug/m3 LC","15","Clemmons Middle","1","100.0000","88101","PM2.5 - Local Conditions","636","Teledyne T640 at 5.0 LPM w/Network Data Alignment enabled","49180","Winston-Salem, NC","37","North Carolina","067","Forsyth","36.026612","-80.341962"
"03/10/2024","AQS","370670030","3","1.9","ug/m3 LC","11","Clemmons Middle","1","100.0000","88101","PM2.5 - Local Conditions","636","Teledyne T640 at 5.0 LPM w/Network Data Alignment enabled","49180","Winston-Salem, NC","37","North Carolina","067","Forsyth","36.026612","-80.341962"
"03/11/2024","AQS","370670030","3","1.7","ug/m3 LC","9","Clemmons Middle","1","100.0000","88101","PM2.5 - Local Conditions","636","Teledyne T640 at 5.0 LPM w/Network Data Alignment enabled","49180","Winston-Salem, NC","37","North Carolina","067","Forsyth","36.026612","-80.341962"
"03/12/2024","AQS","370670030","3","3.7","ug/m3 LC","21","Clemmons Middle","1","100.0000","88101","PM2.5 - Local Conditions","636","Teledyne T640 at 5.0 LPM w/Network Data Alignment enabled","49180","Winston-Salem, NC","37","North Carolina","067","Forsyth","36.026612","-80.341962"
"03/13/2024","AQS","370670030","3","8.2","ug/m3 LC","46","Clemmons Middle","1","100.0000","88101","PM2.5 - Local Conditions","636","Teledyne T640 at 5.0 LPM w/Network Data Alignment enabled","49180","Winston-Salem, NC","37","North Carolina","067","Forsyth","36.026612","-80.341962"
"03/14/2024","AQS","370670030","3","17.5","ug/m3 LC","67","Clemmons Middle","1","100.0000","88101","PM2.5 - Local Conditions","636","Teledyne T640 at 5.0 LPM w/Network Data Alignment enabled","49180","Winston-Salem, NC","37","North Carolina","067","Forsyth","36.026612","-80.341962"
"03/15/2024","AQS","370670030","3","37.4","ug/m3 LC","106","Clemmons Middle","1","100.0000","88101","PM2.5 - Local Conditions","636","Teledyne T640 at 5.0 LPM w/Network Data Alignment enabled","49180","Winston-Salem, NC","37","North Carolina","067","Forsyth","36.026612","-80.341962"
"03/16/2024","AQS","370670030","3","9.2","ug/m3 LC","51","Clemmons Middle","1","100.0000","88101","PM2.5 - Local Conditions","636","Teledyne T640 at 5.0 LPM w/Network Data Alignment enabled","49180","Winston-Salem, NC","37","North Carolina","067","Forsyth","36.026612","-80.341962"
"03/17/2024","AQS","370670030","3","5.3","ug/m3 LC","29","Clemmons Middle","1","100.0000","88101","PM2.5 - Local Conditions","636","Teledyne T640 at 5.0 LPM w/Network Data Alignment enabled","49180","Winston-Salem, NC","37","North Carolina","067","Forsyth","36.026612","-80.341962"
"03/18/2024","AQS","370670030","3","2.8","ug/m3 LC","16","Clemmons Middle","1","100.0000","88101","PM2.5 - Local Conditions","636","Teledyne T640 at 5.0 LPM w/Network Data Alignment enabled","49180","Winston-Salem, NC","37","North Carolina","067","Forsyth","36.026612","-80.341962"
"03/19/2024","AQS","370670030","3","3.8","ug/m3 LC","21","Clemmons Middle","1","100.0000","88101","PM2.5 - Local Conditions","636","Teledyne T640 at 5.0 LPM w/Network Data Alignment enabled","49180","Winston-Salem, NC","37","North Carolina","067","Forsyth","36.026612","-80.341962"
"03/20/2024","AQS","370670030","3","6.2","ug/m3 LC","34","Clemmons Middle","1","100.0000","88101","PM2.5 - Local Conditions","636","Teledyne T640 at 5.0 LPM w/Network Data Alignment enabled","49180","Winston-Salem, NC","37","North Carolina","067","Forsyth","36.026612","-80.341962"
"03/21/2024","AQS","370670030","3","5.4","ug/m3 LC","30","Clemmons Middle","1","100.0000","88101","PM2.5 - Local Conditions","636","Teledyne T640 at 5.0 LPM w/Network Data Alignment enabled","49180","Winston-Salem, NC","37","North Carolina","067","Forsyth","36.026612","-80.341962"
"03/22/2024","AQS","370670030","3","11.6","ug/m3 LC","56","Clemmons Middle","1","100.0000","88101","PM2.5 - Local Conditions","636","Teledyne T640 at 5.0 LPM w/Network Data Alignment enabled","49180","Winston-Salem, NC","37","North Carolina","067","Forsyth","36.026612","-80.341962"
"03/23/2024","AQS","370670030","3","3.2","ug/m3 LC","18","Clemmons Middle","1","100.0000","88101","PM2.5 - Local Conditions","636","Teledyne T640 at 5.0 LPM w/Network Data Alignment enabled","49180","Winston-Salem, NC","37","North Carolina","067","Forsyth","36.026612","-80.341962"
"03/24/2024","AQS","370670030","3","4.2","ug/m3 LC","23","Clemmons Middle","1","100.0000","88101","PM2.5 - Local Conditions","636","Teledyne T640 at 5.0 LPM w/Network Data Alignment enabled","49180","Winston-Salem, NC","37","North Carolina","067","Forsyth","36.026612","-80.341962"
"03/25/2024","AQS","370670030","3","6.6","ug/m3 LC","37","Clemmons Middle","1","100.0000","88101","PM2.5 - Local Conditions","636","Teledyne T640 at 5.0 LPM w/Network Data Alignment enabled","49180","Winston-Salem, NC","37","North Carolina","067","Forsyth","36.026612","-80.341962"
"03/26/2024","AQS","370670030","3","7.5","ug/m3 LC","42","Clemmons Middle","1","100.0000","88101","PM2.5 - Local Conditions","636","Teledyne T640 at 5.0 LPM w/Network Data Alignment enabled","49180","Winston-Salem, NC","37","North Carolina","067","Forsyth","36.026612","-80.341962"
"03/27/2024","AQS","370670030","3","3.5","ug/m3 LC","19","Clemmons Middle","1","100.0000","88101","PM2.5 - Local Conditions","636","Teledyne T640 at 5.0 LPM w/Network Data Alignment enabled","49180","Winston-Salem, NC","37","North Carolina","067","Forsyth","36.026612","-80.341962"
"03/28/2024","AQS","370670030","3","4.3","ug/m3 LC","24","Clemmons Middle","1","100.0000","88101","PM2.5 - Local Conditions","636","Teledyne T640 at 5.0 LPM w/Network Data Alignment enabled","49180","Winston-Salem, NC","37","North Carolina","067","Forsyth","36.026612","-80.341962"
"03/29/2024","AQS","370670030","3","5.3","ug/m3 LC","29","Clemmons Middle","1","100.0000","88101","PM2.5 - Local Conditions","636","Teledyne T640 at 5.0 LPM w/Network Data Alignment enabled","49180","Winston-Salem, NC","37","North Carolina","067","Forsyth","36.026612","-80.341962"
"03/30/2024","AQS","370670030","3","7.8","ug/m3 LC","43","Clemmons Middle","1","100.0000","88101","PM2.5 - Local Conditions","636","Teledyne T640 at 5.0 LPM w/Network Data Alignment enabled","49180","Winston-Salem, NC","37","North Carolina","067","Forsyth","36.026612","-80.341962"
"03/31/2024","AQS","370670030","3","8.9","ug/m3 LC","49","Clemmons Middle","1","100.0000","88101","PM2.5 - Local Conditions","636","Teledyne T640 at 5.0 LPM w/Network Data Alignment enabled","49180","Winston-Salem, NC","37","North Carolina","067","Forsyth","36.026612","-80.341962"
"04/01/2024","AQS","370670030","3","12.9","ug/m3 LC","58","Clemmons Middle","1","100.0000","88101","PM2.5 - Local Conditions","636","Teledyne T640 at 5.0 LPM w/Network Data Alignment enabled","49180","Winston-Salem, NC","37","North Carolina","067","Forsyth","36.026612","-80.341962"
"04/02/2024","AQS","370670030","3","15.8","ug/m3 LC","63","Clemmons Middle","1","100.0000","88101","PM2.5 - Local Conditions","636","Teledyne T640 at 5.0 LPM w/Network Data Alignment enabled","49180","Winston-Salem, NC","37","North Carolina","067","Forsyth","36.026612","-80.341962"
"04/03/2024","AQS","370670030","3","6.5","ug/m3 LC","36","Clemmons Middle","1","100.0000","88101","PM2.5 - Local Conditions","636","Teledyne T640 at 5.0 LPM w/Network Data Alignment enabled","49180","Winston-Salem, NC","37","North Carolina","067","Forsyth","36.026612","-80.341962"
"04/04/2024","AQS","370670030","3","1.7","ug/m3 LC","9","Clemmons Middle","1","100.0000","88101","PM2.5 - Local Conditions","636","Teledyne T640 at 5.0 LPM w/Network Data Alignment enabled","49180","Winston-Salem, NC","37","North Carolina","067","Forsyth","36.026612","-80.341962"
